Station,AirQuality,Longitude,Latitude,NO2 Hour,NO2 Quality,NO2 Value,Month,day
Barcelona - Eixample,Good,2.1538,41.3853,3,Good,37,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,5,Good,24,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,5,Good,22,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,5,Good,24,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,5,Good,11,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,5,Good,22,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,5,Good,8,11,17
Barcelona - Sants,Good,2.1331,41.3788,6,Good,14,11,17
Barcelona - Eixample,Good,2.1538,41.3853,4,--,,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,6,Good,11,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,6,Good,18,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,6,Good,27,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,6,Good,15,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,6,Good,15,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,6,Good,8,11,17
Barcelona - Sants,Good,2.1331,41.3788,7,Good,22,11,17
Barcelona - Eixample,Good,2.1538,41.3853,5,--,,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,7,Good,23,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,7,Good,24,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,7,Good,25,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,7,Good,11,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,7,Good,28,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,7,Good,9,11,17
Barcelona - Sants,Good,2.1331,41.3788,8,Good,25,11,17
Barcelona - Eixample,Good,2.1538,41.3853,6,--,,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,8,Good,33,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,8,Good,40,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,8,Good,18,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,8,Good,10,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,8,Good,42,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,8,Good,5,11,17
Barcelona - Sants,Good,2.1331,41.3788,9,Good,27,11,17
Barcelona - Eixample,Good,2.1538,41.3853,7,--,,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,9,Good,41,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,9,Good,45,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,9,Good,21,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,9,Good,10,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,9,Good,46,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,9,Good,5,11,17
Barcelona - Sants,Good,2.1331,41.3788,10,Good,29,11,17
Barcelona - Eixample,Good,2.1538,41.3853,10,Good,58,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,42,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,10,Good,48,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,10,Good,24,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,10,Good,12,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,10,Good,49,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,10,Good,6,11,17
Barcelona - Sants,Good,2.1331,41.3788,11,Good,33,11,17
Barcelona - Eixample,Good,2.1538,41.3853,11,Good,58,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,11,Good,48,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,42,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,11,Good,36,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,11,Good,18,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,11,Good,50,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,11,Good,12,11,17
Barcelona - Sants,Good,2.1331,41.3788,12,Good,34,11,17
Barcelona - Eixample,Good,2.1538,41.3853,12,Good,47,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,12,Good,37,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,12,Good,19,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,12,Good,33,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,12,Good,22,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,12,Good,20,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,12,Good,14,11,17
Barcelona - Sants,Good,2.1331,41.3788,13,Good,26,11,17
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,46,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,13,Good,32,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,13,Good,17,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,13,Good,27,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,13,Good,20,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,13,Good,18,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,13,Good,13,11,17
Barcelona - Sants,Good,2.1331,41.3788,14,Good,25,11,17
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,46,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,14,Good,26,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,14,Good,14,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,14,Good,30,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,14,Good,13,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,14,Good,20,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,14,Good,17,11,17
Barcelona - Sants,Good,2.1331,41.3788,15,Good,23,11,17
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,46,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,15,Good,23,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,15,Good,13,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,15,Good,18,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,15,Good,13,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,15,Good,14,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,15,Good,12,11,17
Barcelona - Sants,Good,2.1331,41.3788,16,Good,17,11,17
Barcelona - Eixample,Good,2.1538,41.3853,14,--,,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,21,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,16,Good,10,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,16,Good,17,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,16,Good,15,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,16,Good,12,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,16,Good,12,11,17
Barcelona - Sants,Good,2.1331,41.3788,17,Good,17,11,17
Barcelona - Eixample,Good,2.1538,41.3853,15,--,,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,21,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,17,Good,9,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,17,Good,16,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,17,Good,12,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,17,Good,11,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,17,Good,10,11,17
Barcelona - Sants,Good,2.1331,41.3788,18,Good,20,11,17
Barcelona - Eixample,Good,2.1538,41.3853,18,Good,49,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,21,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,18,Good,11,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,18,Good,27,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,18,Good,14,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,18,Good,18,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,18,Good,12,11,17
Barcelona - Sants,Good,2.1331,41.3788,19,Good,31,11,17
Barcelona - Eixample,Good,2.1538,41.3853,19,Good,57,11,17
Barcelona - Gràcia,--,2.1534,41.3987,17,--,,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,19,Good,37,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,19,Good,26,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,19,Good,19,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,19,Good,36,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,19,Good,11,11,17
Barcelona - Sants,Good,2.1331,41.3788,20,Good,38,11,17
Barcelona - Eixample,Good,2.1538,41.3853,20,Good,60,11,17
Barcelona - Gràcia,--,2.1534,41.3987,18,--,,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,20,Good,37,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,20,Good,35,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,20,Good,18,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,20,Good,43,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,20,Good,11,11,17
Barcelona - Sants,Good,2.1331,41.3788,21,Good,34,11,17
Barcelona - Eixample,Good,2.1538,41.3853,21,Good,68,11,17
Barcelona - Gràcia,--,2.1534,41.3987,19,--,,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,21,Good,44,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,21,Good,24,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,21,Good,17,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,21,Good,50,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,21,Good,8,11,17
Barcelona - Sants,Good,2.1331,41.3788,22,Good,35,11,17
Barcelona - Eixample,Good,2.1538,41.3853,22,Good,66,11,17
Barcelona - Gràcia,Good,2.1534,41.3987,22,Good,44,11,17
Barcelona - Ciutadella,Good,2.1874,41.3864,22,Good,32,11,17
Barcelona - Vall Hebron,Good,2.148,41.4261,22,Good,24,11,17
Barcelona - Palau Reial,Good,2.1151,41.3875,22,Good,15,11,17
Barcelona - Poblenou,Good,2.2045,41.4039,22,Good,51,11,17
Barcelona - Observ Fabra,Good,2.1239,41.4183,22,Good,6,11,17
Barcelona - Sants,Good,2.1331,41.3788,23,Good,29,11,18
Barcelona - Eixample,Good,2.1538,41.3853,23,Good,54,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,23,Good,35,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,23,Good,34,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,23,Good,23,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,23,Good,14,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,23,Good,38,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,23,Good,9,11,18
Barcelona - Sants,Good,2.1331,41.3788,0,Good,28,11,18
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,35,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,0,Good,40,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,0,Good,18,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,0,Good,21,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,0,Good,16,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,0,Good,14,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,0,Good,9,11,18
Barcelona - Sants,Good,2.1331,41.3788,1,Good,23,11,18
Barcelona - Eixample,Good,2.1538,41.3853,1,Good,46,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,25,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,1,Good,20,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,1,Good,19,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,1,Good,13,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,1,Good,27,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,1,Good,7,11,18
Barcelona - Sants,Good,2.1331,41.3788,2,Good,22,11,18
Barcelona - Eixample,Good,2.1538,41.3853,2,Good,36,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,2,Good,16,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,2,Good,9,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,2,Good,18,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,2,Good,13,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,2,Good,15,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,2,Good,7,11,18
Barcelona - Sants,Good,2.1331,41.3788,3,Good,17,11,18
Barcelona - Eixample,Good,2.1538,41.3853,3,Good,34,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,3,Good,13,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,3,Good,10,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,3,Good,12,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,3,Good,9,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,3,Good,14,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,3,Good,6,11,18
Barcelona - Sants,Good,2.1331,41.3788,4,Good,13,11,18
Barcelona - Eixample,Good,2.1538,41.3853,4,Good,30,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,4,Good,11,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,4,Good,7,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,4,Good,17,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,4,Good,11,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,4,Good,11,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,4,Good,7,11,18
Barcelona - Sants,Good,2.1331,41.3788,5,Good,9,11,18
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,18,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,5,Good,6,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,5,Good,9,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,5,Good,8,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,5,Good,4,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,5,Good,13,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,5,Good,4,11,18
Barcelona - Sants,Good,2.1331,41.3788,6,Good,10,11,18
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,18,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,6,Good,11,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,6,Good,13,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,6,Good,9,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,6,Good,5,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,6,Good,11,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,6,Good,4,11,18
Barcelona - Sants,Good,2.1331,41.3788,7,Good,12,11,18
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,18,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,7,Good,11,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,7,Good,11,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,7,Good,12,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,7,Good,7,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,7,Good,13,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,7,Good,5,11,18
Barcelona - Sants,Good,2.1331,41.3788,8,Good,12,11,18
Barcelona - Eixample,Good,2.1538,41.3853,6,--,,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,8,Good,12,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,8,Good,17,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,8,Good,9,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,8,Good,5,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,8,Good,16,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,8,Good,4,11,18
Barcelona - Sants,Good,2.1331,41.3788,9,Good,16,11,18
Barcelona - Eixample,Good,2.1538,41.3853,9,Good,29,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,9,Good,20,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,9,Good,12,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,9,Good,19,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,9,Good,8,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,9,Good,12,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,9,Good,7,11,18
Barcelona - Sants,Good,2.1331,41.3788,10,Good,15,11,18
Barcelona - Eixample,Good,2.1538,41.3853,10,Good,27,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,19,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,10,Good,22,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,10,Good,13,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,10,Good,6,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,10,Good,22,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,10,Good,3,11,18
Barcelona - Sants,Good,2.1331,41.3788,11,Good,19,11,18
Barcelona - Eixample,Good,2.1538,41.3853,11,Good,32,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,11,Good,23,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,16,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,11,Good,18,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,11,Good,8,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,11,Good,13,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,11,Good,7,11,18
Barcelona - Sants,Good,2.1331,41.3788,12,Good,15,11,18
Barcelona - Eixample,Good,2.1538,41.3853,12,Good,22,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,12,Good,11,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,12,Good,16,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,12,Good,22,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,12,Good,9,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,12,Good,13,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,12,Good,8,11,18
Barcelona - Sants,Good,2.1331,41.3788,12,Good,15,11,18
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,33,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,13,Good,14,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,13,Good,13,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,13,Good,16,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,13,Good,8,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,13,Good,20,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,13,Good,9,11,18
Barcelona - Sants,Good,2.1331,41.3788,12,Good,15,11,18
Barcelona - Eixample,Good,2.1538,41.3853,14,Good,36,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,14,Good,17,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,14,Good,17,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,14,Good,19,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,14,Good,10,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,14,Good,18,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,14,Good,9,11,18
Barcelona - Sants,--,2.1331,41.3788,13,--,,11,18
Barcelona - Eixample,Good,2.1538,41.3853,15,Good,37,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,15,Good,19,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,15,Good,14,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,15,Good,18,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,15,Good,12,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,15,Good,26,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,15,Good,9,11,18
Barcelona - Sants,--,2.1331,41.3788,14,--,,11,18
Barcelona - Eixample,Good,2.1538,41.3853,16,Good,30,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,15,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,16,Good,7,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,16,Good,12,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,16,Good,10,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,16,Good,11,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,16,Good,8,11,18
Barcelona - Sants,--,2.1331,41.3788,15,--,,11,18
Barcelona - Eixample,Good,2.1538,41.3853,17,Good,38,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,17,Good,17,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,17,Good,7,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,17,Good,14,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,17,Good,9,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,17,Good,9,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,17,Good,8,11,18
Barcelona - Sants,--,2.1331,41.3788,16,--,,11,18
Barcelona - Eixample,Good,2.1538,41.3853,18,Good,37,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,18,Good,24,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,18,Good,7,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,18,Good,28,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,18,Good,16,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,18,Good,9,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,18,Good,13,11,18
Barcelona - Sants,--,2.1331,41.3788,17,--,,11,18
Barcelona - Eixample,Good,2.1538,41.3853,19,Good,43,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,19,Good,21,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,19,Good,7,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,19,Good,39,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,19,Good,22,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,19,Good,8,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,19,Good,16,11,18
Barcelona - Sants,--,2.1331,41.3788,18,--,,11,18
Barcelona - Eixample,Good,2.1538,41.3853,20,Good,32,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,20,Good,14,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,20,Good,6,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,20,Good,13,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,20,Good,11,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,20,Good,7,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,20,Good,7,11,18
Barcelona - Sants,--,2.1331,41.3788,19,--,,11,18
Barcelona - Eixample,Good,2.1538,41.3853,21,Good,30,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,21,Good,14,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,21,Good,6,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,21,Good,13,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,21,Good,11,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,21,Good,6,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,21,Good,10,11,18
Barcelona - Sants,Good,2.1331,41.3788,22,Good,13,11,18
Barcelona - Eixample,Good,2.1538,41.3853,22,Good,24,11,18
Barcelona - Gràcia,Good,2.1534,41.3987,22,Good,10,11,18
Barcelona - Ciutadella,Good,2.1874,41.3864,22,Good,5,11,18
Barcelona - Vall Hebron,Good,2.148,41.4261,22,Good,10,11,18
Barcelona - Palau Reial,Good,2.1151,41.3875,22,Good,9,11,18
Barcelona - Poblenou,Good,2.2045,41.4039,22,Good,6,11,18
Barcelona - Observ Fabra,Good,2.1239,41.4183,22,Good,6,11,18
Barcelona - Sants,Good,2.1331,41.3788,23,Good,11,11,19
Barcelona - Eixample,Good,2.1538,41.3853,23,Good,19,11,19
Barcelona - Gràcia,Good,2.1534,41.3987,23,Good,9,11,19
Barcelona - Ciutadella,Good,2.1874,41.3864,23,Good,5,11,19
Barcelona - Vall Hebron,Good,2.148,41.4261,23,Good,9,11,19
Barcelona - Palau Reial,Good,2.1151,41.3875,23,Good,6,11,19
Barcelona - Poblenou,Good,2.2045,41.4039,0,Good,5,11,19
Barcelona - Observ Fabra,Good,2.1239,41.4183,23,Good,6,11,19
Barcelona - Sants,Good,2.1331,41.3788,0,Good,11,11,19
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,22,11,19
Barcelona - Gràcia,Good,2.1534,41.3987,0,Good,10,11,19
Barcelona - Ciutadella,Good,2.1874,41.3864,0,Good,5,11,19
Barcelona - Vall Hebron,Good,2.148,41.4261,0,Good,19,11,19
Barcelona - Palau Reial,Good,2.1151,41.3875,0,Good,9,11,19
Barcelona - Poblenou,Good,2.2045,41.4039,0,Good,13,11,19
Barcelona - Observ Fabra,Good,2.1239,41.4183,0,Good,9,11,19
Barcelona - Sants,Good,2.1331,41.3788,1,Good,12,11,19
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,22,11,19
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,8,11,19
Barcelona - Ciutadella,Good,2.1874,41.3864,1,Good,16,11,19
Barcelona - Vall Hebron,Good,2.148,41.4261,1,Good,15,11,19
Barcelona - Palau Reial,Good,2.1151,41.3875,1,Good,8,11,19
Barcelona - Poblenou,Good,2.2045,41.4039,1,Good,12,11,19
Barcelona - Observ Fabra,Good,2.1239,41.4183,1,Good,7,11,19
Barcelona - Sants,Good,2.1331,41.3788,2,Good,14,11,19
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,22,11,19
Barcelona - Gràcia,Good,2.1534,41.3987,2,Good,12,11,19
Barcelona - Ciutadella,Good,2.1874,41.3864,2,Good,15,11,19
Barcelona - Vall Hebron,Good,2.148,41.4261,2,Good,12,11,19
Barcelona - Palau Reial,Good,2.1151,41.3875,2,Good,7,11,19
Barcelona - Poblenou,Good,2.2045,41.4039,2,Good,7,11,19
Barcelona - Observ Fabra,Good,2.1239,41.4183,2,Good,6,11,19
Barcelona - Sants,Good,2.1331,41.3788,3,Good,15,11,19
Barcelona - Eixample,Good,2.1538,41.3853,1,--,,11,19
Barcelona - Gràcia,Good,2.1534,41.3987,3,Good,13,11,19
Barcelona - Ciutadella,Good,2.1874,41.3864,3,Good,13,11,19
Barcelona - Vall Hebron,Good,2.148,41.4261,3,Good,11,11,19
Barcelona - Palau Reial,Good,2.1151,41.3875,3,Good,6,11,19
Barcelona - Poblenou,Good,2.2045,41.4039,3,Good,9,11,19
Barcelona - Observ Fabra,Good,2.1239,41.4183,3,Good,6,11,19
Barcelona - Sants,Good,2.1331,41.3788,4,Good,12,11,19
Barcelona - Eixample,Good,2.1538,41.3853,2,--,,11,19
Barcelona - Gràcia,Good,2.1534,41.3987,4,Good,10,11,19
Barcelona - Ciutadella,Good,2.1874,41.3864,4,Good,8,11,19
Barcelona - Vall Hebron,Good,2.148,41.4261,4,Good,12,11,19
Barcelona - Palau Reial,Good,2.1151,41.3875,4,Good,7,11,19
Barcelona - Poblenou,Good,2.2045,41.4039,4,Good,6,11,19
Barcelona - Observ Fabra,Good,2.1239,41.4183,4,Good,6,11,19
Barcelona - Sants,Good,2.1331,41.3788,5,Good,12,11,19
Barcelona - Eixample,Good,2.1538,41.3853,3,--,,11,19
Barcelona - Gràcia,Good,2.1534,41.3987,5,Good,12,11,19
